ID,sentence,label
8314,The sandwiches come with a choice of a side salad or chips and salsa.,neutral
934,She never put any lotion or anything on my hands!,negative
4339,"When I look at the Fairmount bagels and then think to my Brooklyn bagels, I can clearly see why we have such a larger obesity problem than Montreal.",negative
4393,"We had read a review in the Review Journal and it was The Neighborhood Pick of
the Week.",neutral
394,We are year round residents that have been coming to the Sugar Bowl for many years.,positive
5464,The line was neither long nor short and we got to the counter.,neutral
1737,We ordered a coffee table and dining room table from EQ3 Las Vegas in late August 08.,neutral
2165,"After reading these reviews, i was almost frightened to try Go Go china.",negative
561,"Tantan Pork Ramen - spicy miso pork ramen, this was pretty average, the broth again was not flavorful enough and it came out lukewarm, I like my ramen hot in temperature.",negative
3649,Staff tries to help us.,positive
1162,The result is an ` action film ' mired in stasis .,negative
5174,It was really reiendly,positive
3441,They asked questions when they were not sure how/where I wanted stuff.,positive
9933,don't forget to ask for a stamp card.,neutral
1527,Yay!!!,neutral
842,"I ordered the Jasmine milk tea with boba and when given the beverage, was told that if it was too sweet they'd remake it for me!",positive
5838,A very disappointing cake.,negative
58,Uber who?,neutral
6032,The movie is obviously a labour of love so Howard appears to have had free rein to be as pretentious as he wanted .,neutral
10888,other bakeries were charging her $200,neutral
2291,"I took my children (again, I thought it had more seating area) and they shared a couple of sliders (tiny little burgers, apparently).",neutral
6187,so this place is exactly like PF Changs but cheaper!,positive
7331,Got there for dinner & was greeted warmly and told to sit wherever we liked.,positive
3487,"The elevators are super old, dirty, slow and most were not working correctly.",negative
9804,"Immediately, I was reassigned to the ""new guy.""",neutral
3902,I thought the hot wings here were really cool.,positive
3677,I have ordered food here a few times and it's been fine.,positive
5817,"I'm 4' 10"" so it's almost impossible to find pants that fit without getting them altered.",negative
4671,The wait staff came by every 10 minutes to see if we needed anything.,positive
414,"Now, I'm not too too picky when it comes to pizza, especially when I've got the hunger pains (I've had my share of little Caesars and dominoes) so I was hoping for something a little better than fast food or frozen pizza.",negative
10546,"After living in Houston and New York, moving to Winston-Salem is like living in an oubliette without David Bowie in tight pants.",negative
7344,"We have used A Cab for years, and have generally been satisfied (despite enduring some harrowing rides).",positive
7630,Wasn't too impressed with the side of rice and beans.,negative
3745,"Went into this store with wanting to get my boyfriend a surprise gift but I didn't have a clue about shaving methods, products and such.",neutral
5903,And they don't take reservations.,negative
5581,Really bad place.,negative
2759,"Didn't expect much, as has been my experience with any school fundraiser like this.",neutral
8062,"I had more fun with Ben Stiller 's Zoolander , which I thought was rather clever .",neutral
6407,"Hey, I was getting a free pizza so $ wasn't a big deal.",positive
8074,Came in and there was a somewhat long wait.,negative
5561,This place is very fun for the kids.,positive
2133,Should be wipes near by to wipe down chairs doe sanitary purposes.,negative
1897,Welcome to Canada folks.,positive
10201,"I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .",negative
3952,I got $75 in Vons gift cards to do it too.,neutral
8028,I am sad that I waited to long to try them.,positive
10302,"My latest fiasco was my fuel pump that had me ""dead in the water"" yesterday.",negative
8546,Drink specials good.,positive
8574,I ordered no mayo on my burger.,neutral
6711,My roommate had been to several dentist and got nothing more than a crazy sales pitch from all of them.,negative
1817,Upon learning that their a non-profit and provide food for the needy..,neutral
1937,he said.,positive
5140,Next time I'm going to take it up a notch.,neutral
2335,They also turned off the outdoor fans because our party was cold.,positive
2072,I love South Point!,positive
4688,Customer service here was second to none.,positive
1726,it was a galaxy not 3 and it perfect condition.,positive
1047,I had an appetizer... don't really remember what I had so I can't comment on it (I think it was fried wonton or soup or something).,neutral
4879,Good luck ladies and gents !,neutral
8848,2) Very low student-to-teacher ratio.,positive
2320,I typically get take out orders when I'm feeling like some pho or spring rolls.,neutral
10349,Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,negative
10758,"Head over to handy dandy Yelp and look up ""Lao Grocery"" in Las Vegas, NV.",neutral
7750,The dress was in bad condition.,negative
5417,You wouldn't be further from the truth.,negative
766,"He got the steak which came with mashed potatoes, asparagus, and a complementary long blonde HAIR.",negative
10709,"For the GNO package, you have to book a restaurant that is offered on the package and go with their preset menu.",neutral
1144,They move you through too fast.,negative
5298,"Like its title character , Esther Kahn is unusual but unfortunately also irritating .",negative
3746,"If you like local restaurants that have family appeal, you'll love the Sugar Bowl.",positive
2273,"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",negative
3070,"Order goes in, food is served 2 minutes after.",neutral
7713,Their Facebook page posts new releases and new shelf stock every Tuesday.,neutral
6475,The story in the book was subpar to say the least.,negative
7113,"Not only was that me then when the picture was taken, this is me NOW as I follow the rest of my party out the door.",neutral
